page_no,hampton_page_no,duplicate_content,line_no,char_no,revelation,char
111,45,N,19,1,48,96
111,45,N,19,2,48,vv
111,45,N,19,3,48,Y4
111,45,N,19,4,48,M
111,45,N,19,5,48,JJ
111,45,N,19,6,48,dc
111,45,N,19,7,48,Y3
111,45,N,19,8,48,76
111,45,N,19,9,48,Y3
111,45,N,19,10,48,d2
111,45,N,19,11,48,vv
111,45,N,20,1,48,P2
111,45,N,20,2,48,vv
111,45,N,20,3,48,Y3
111,45,N,20,4,48,vv
111,45,N,20,5,48,GG
111,45,N,20,6,48,vv
111,45,N,20,7,48,96
111,45,N,20,8,48,vv
111,45,N,20,9,48,GG
111,45,N,21,1,48,GG
111,45,N,21,2,48,vv
111,45,N,21,3,48,qL3
111,45,N,21,4,48,2
111,45,N,21,5,48,q3
111,45,N,21,6,48,vv
111,45,N,21,7,48,Y4
111,45,N,21,8,48,vv
111,45,N,21,9,48,LL
111,45,N,21,10,48,JJ
111,45,N,22,1,48,Gi
111,45,N,22,2,48,GG
111,45,N,22,3,48,vv
111,45,N,22,4,48,LL
111,45,N,22,5,48,Y3
111,45,N,22,6,48,M
111,45,N,22,7,48,Y3
111,45,N,22,8,48,vv
111,45,N,22,9,48,Y3
111,45,N,22,10,48,vv
111,45,N,23,1,48,96
111,45,N,23,2,48,76
111,45,N,23,3,48,N
111,45,N,23,4,48,2
111,45,N,23,5,48,q3
111,45,N,23,6,48,qL3
111,45,N,23,7,48,vv
111,45,N,23,8,48,Y3
111,45,N,23,9,48,M
111,45,N,23,10,48,Y4
111,45,N,23,11,48,vv
111,45,N,24,1,48,GG
111,45,N,24,2,48,2
111,45,N,24,3,48,14
111,45,N,24,4,48,2
111,45,N,24,5,48,q3
111,45,N,24,6,48,vv
111,45,N,24,7,48,qL
111,45,N,24,8,48,vv
111,45,N,24,9,48,Y3
111,45,N,24,10,48,M
111,45,N,25,1,48,Y4
111,45,N,25,2,48,N
111,45,N,25,3,48,76
111,45,N,25,4,48,Y3
111,45,N,25,5,48,vv
111,45,N,25,6,48,Y3
111,45,N,25,7,48,M
111,45,N,25,8,48,Y3
111,45,N,25,9,48,dc
111,45,N,25,10,48,GG
112,46,N,1,1,49,Y3
112,46,N,1,2,49,14
112,46,N,1,3,49,Y3
112,46,N,1,4,49,vv
112,46,N,1,5,49,Y3
112,46,N,1,6,49,vv
112,46,N,1,7,49,Y3
112,46,N,1,8,49,vv
112,46,N,1,9,49,LL
112,46,N,1,10,49,JJ
112,46,N,2,1,49,F
112,46,N,2,2,49,14
112,46,N,2,3,49,GG
112,46,N,2,4,49,Y3
112,46,N,2,5,49,76
112,46,N,2,6,49,Y3
112,46,N,2,7,49,vv
112,46,N,2,8,49,LL
112,46,N,2,9,49,Y3
112,46,N,2,10,49,vv
112,46,N,3,1,49,2
112,46,N,3,2,49,dc
112,46,N,3,3,49,Y3
112,46,N,3,4,49,vv
112,46,N,3,5,49,Y2
112,46,N,3,6,49,dc
112,46,N,3,7,49,GG
112,46,N,3,8,49,vv
112,46,N,3,9,49,GG
112,46,N,3,10,49,vv
112,46,N,4,1,49,Ki
112,46,N,4,2,49,Ki
112,46,N,4,3,49,76
112,46,N,4,4,49,EE
112,46,N,4,5,49,N
112,46,N,4,6,49,LL
112,46,N,4,7,49,Ki
112,46,N,4,8,49,Ki
112,46,N,4,9,49,N
112,46,N,4,10,49,P
112,46,N,4,11,49,vv
112,46,N,5,1,49,dc
112,46,N,5,2,49,N
112,46,N,5,3,49,Ki
112,46,N,5,4,49,Ki
112,46,N,5,5,49,EE
112,46,N,5,6,49,N
112,46,N,5,7,49,Y3
112,46,N,5,8,49,96
112,46,N,5,9,49,vv
112,46,N,5,10,49,dc
112,46,N,5,11,49,GG
112,46,N,6,1,49,Ki
112,46,N,6,2,49,Ki
112,46,N,6,3,49,P
112,46,N,6,4,49,vv
112,46,N,6,5,49,qL3
112,46,N,6,6,49,vv
112,46,N,6,7,49,Y3
112,46,N,6,8,49,76
112,46,N,6,9,49,Ki
112,46,N,6,10,49,Ki
112,46,N,6,11,49,76
112,46,N,6,12,49,GG
112,46,N,7,1,49,P
112,46,N,7,2,49,vv
112,46,N,7,3,49,Y3
112,46,N,7,4,49,76
112,46,N,7,5,49,qL3
112,46,N,7,6,49,vv
112,46,N,7,7,49,Y3
112,46,N,7,8,49,vv
112,46,N,7,9,49,Ki
112,46,N,7,10,49,Ki
112,46,N,7,11,49,76
112,46,N,7,12,49,EE
112,46,N,8,1,49,Gi
112,46,N,8,2,49,Ki
112,46,N,8,3,49,P2
112,46,N,8,4,49,vv
112,46,N,8,5,49,qL3
112,46,N,8,6,49,vv
112,46,N,8,7,49,Y3
112,46,N,8,8,49,vv
112,46,N,8,9,49,96
112,46,N,8,10,49,vv
112,46,N,8,11,49,EE
112,46,N,9,1,49,Y3
112,46,N,9,2,49,vv
112,46,N,9,3,49,LL
112,46,N,9,4,49,qL3
112,46,N,9,5,49,P2
112,46,N,9,6,49,vv
112,46,N,9,7,49,EE
112,46,N,9,8,49,P2
112,46,N,9,9,49,vv
112,46,N,9,10,49,dc
112,46,N,9,11,49,GG
112,46,N,10,1,49,GG
112,46,N,10,2,49,76
112,46,N,10,3,49,N
112,46,N,10,4,49,dc
112,46,N,10,5,49,Y3
112,46,N,10,6,49,vv
112,46,N,10,7,49,GG
112,46,N,10,8,49,EE
112,46,N,10,9,49,P2
112,46,N,10,10,49,vv
112,46,N,10,11,49,Y3
112,46,N,10,12,49,vv
112,46,N,11,1,49,Y3
112,46,N,11,2,49,76
112,46,N,11,3,49,Y3
112,46,N,11,4,49,N
112,46,N,11,5,49,Y3
112,46,N,11,6,49,vv
112,46,N,11,7,49,Y3
112,46,N,11,8,49,vv
112,46,N,11,9,49,Y3
112,46,N,11,10,49,M
112,46,N,11,11,49,2
112,46,N,11,12,49,o3
112,46,N,11,13,49,2
112,46,N,11,14,49,14
112,46,N,12,1,49,4L
112,46,N,12,2,49,P
112,46,N,12,3,49,vv
112,46,N,12,4,49,Y3
112,46,N,12,5,49,vv
112,46,N,12,6,49,Y3
112,46,N,12,7,49,vv
112,46,N,12,8,49,Y3
112,46,N,12,9,49,vv
112,46,N,12,10,49,Y3
112,46,N,12,11,49,M
112,46,N,12,12,49,2
112,46,N,12,13,49,q3
112,46,N,13,1,49,4L
112,46,N,13,2,49,P
112,46,N,13,3,49,vv
112,46,N,13,4,49,Y3
112,46,N,13,5,49,vv
112,46,N,13,6,49,d4
112,46,N,13,7,49,M
112,46,N,13,8,49,2
112,46,N,13,9,49,q3
112,46,N,13,10,49,P2
112,46,N,13,11,49,vv
112,46,N,13,12,49,LL
112,46,N,14,1,49,4L
112,46,N,14,2,49,Y3
112,46,N,14,3,49,vv
112,46,N,14,4,49,qL
112,46,N,14,5,49,76
112,46,N,14,6,49,GG
112,46,N,14,7,49,Y3
112,46,N,14,8,49,vv
112,46,N,14,9,49,LL
112,46,N,14,10,49,JJ
112,46,N,15,1,49,Y3
112,46,N,15,2,49,76
112,46,N,15,3,49,Y4
112,46,N,15,4,49,Y4
112,46,N,15,5,49,N
112,46,N,15,6,49,LL
112,46,N,15,7,49,2
112,46,N,15,8,49,q3
112,46,N,15,9,49,dc
112,46,N,15,10,49,GG
112,46,N,16,1,49,GG
112,46,N,16,2,49,2
112,46,N,16,3,49,q3
112,46,N,16,4,49,d4
112,46,N,16,5,49,vv
112,46,N,16,6,49,GG
112,46,N,16,7,49,Y4
112,46,N,16,8,49,vv
112,46,N,16,9,49,JJ
112,46,N,17,1,49,JJ
112,46,N,17,2,49,Gi
112,46,N,17,3,49,Ki
112,46,N,17,4,49,Ki
112,46,N,17,5,49,GG
112,46,N,17,6,49,2
112,46,N,17,7,49,q3
112,46,N,17,8,49,Y4
112,46,N,17,9,49,vv
112,46,N,17,10,49,Y4
112,46,N,18,1,49,Y4
112,46,N,18,2,49,A-
112,46,N,18,3,49,A
112,46,N,18,4,49,dc
112,46,N,18,5,49,J1
112,46,N,18,6,49,2
112,46,N,18,7,49,q3
112,46,N,18,8,49,Y3
112,46,N,18,9,49,vv
112,46,N,18,10,49,d4
112,46,N,19,1,49,EE
112,46,N,19,2,49,Y4
112,46,N,19,3,49,14
112,46,N,19,4,49,dc
112,46,N,19,5,49,Y3
112,46,N,19,6,49,vv
112,46,N,19,7,49,Y4
112,46,N,19,8,49,2
112,46,N,19,9,49,q3
112,46,N,19,10,49,GG
112,46,N,20,1,49,P2
112,46,N,20,2,49,qL3
112,46,N,20,3,49,Y3
112,46,N,20,4,49,GG
112,46,N,20,5,49,76
112,46,N,20,6,49,Y4
112,46,N,20,7,49,vv
112,46,N,20,8,49,S
112,46,N,20,9,49,q3
112,46,N,20,10,49,Y3
112,46,N,21,1,49,[Jesus]
112,46,N,21,2,49,GG
112,46,N,21,3,49,vv
112,46,N,21,4,49,JJ
112,46,N,21,5,49,Gi
112,46,N,21,6,49,Ki
112,46,N,21,7,49,Ki
112,46,N,21,8,49,2
112,46,N,21,9,49,q3
112,46,N,22,1,49,dc
112,46,N,22,2,49,GG
112,46,N,22,3,49,JJ
112,46,N,22,4,49,Gi
112,46,N,22,5,49,76
112,46,N,22,6,49,N
112,46,N,22,7,49,vv
112,46,N,22,8,49,JJ
112,46,N,22,9,49,2
112,46,N,22,10,49,q3
112,46,N,23,1,49,EE
112,46,N,23,2,49,Y3
112,46,N,23,3,49,vv
112,46,N,23,4,49,Y3
112,46,N,23,5,49,vv
112,46,N,23,6,49,N
112,46,N,23,7,49,LL
112,46,N,23,8,49,Y3
112,46,N,23,9,49,vv
112,46,N,23,10,49,JJ
112,46,N,24,1,49,96
112,46,N,24,2,49,P
112,46,N,24,3,49,vv
112,46,N,24,4,49,Y3
112,46,N,24,5,49,vv
112,46,N,24,6,49,Gi
112,46,N,24,7,49,Ki
112,46,N,24,8,49,Ki
112,46,N,24,9,49,vv
112,46,N,24,10,49,Y4
112,46,N,24,11,49,JJ
112,46,N,25,1,49,Y3
112,46,N,25,2,49,76
112,46,N,25,3,49,Gi
112,46,N,25,4,49,Gi
112,46,N,25,5,49,Ki
112,46,N,25,6,49,P2
112,46,N,25,7,49,vv
112,46,N,25,8,49,JJ
112,46,N,25,9,49,dc
112,46,N,25,10,49,GG
112,46,N,25,11,49,JJ
112,46,N,26,1,49,dc
112,46,N,26,2,49,P
112,46,N,26,3,49,vv
112,46,N,26,4,49,qL
112,46,N,26,5,49,P
112,46,N,26,6,49,vv
112,46,N,26,7,49,JJ
112,46,N,26,8,49,Y3
112,46,N,26,9,49,vv
112,46,N,26,10,49,Y3
112,46,N,26,11,49,vv
113,47,N,1,1,50,nn
113,47,N,1,2,50,F
113,47,N,1,3,50,q3
113,47,N,1,4,50,JJ
113,47,N,1,5,50,Gi
113,47,N,1,6,50,LL
113,47,N,2,1,50,Gi
113,47,N,2,2,50,Ki
113,47,N,2,3,50,Ki
113,47,N,2,4,50,T
113,47,N,2,5,50,JJ
113,47,N,2,6,50,LL
113,47,N,2,7,50,2
113,47,N,2,8,50,q3
113,47,N,2,9,50,Y4
113,47,N,2,10,50,vv
113,47,N,2,11,50,Y4
113,47,N,3,1,50,Y3
113,47,N,3,2,50,P
113,47,N,3,3,50,vv
113,47,N,3,4,50,Y3
113,47,N,3,5,50,vv
113,47,N,3,6,50,LL
113,47,N,3,7,50,F
113,47,N,3,8,50,vv
113,47,N,3,9,50,Y4
113,47,N,3,10,50,vv
113,47,N,3,11,50,Y3
113,47,N,4,1,50,Y4
113,47,N,4,2,50,vv
113,47,N,4,3,50,Y3
113,47,N,4,4,50,vv
113,47,N,4,5,50,Y4
113,47,N,4,6,50,76
113,47,N,4,7,50,96
113,47,N,4,8,50,vv
113,47,N,4,9,50,GG
113,47,N,4,10,50,T
113,47,N,4,11,50,JJ
113,47,N,5,1,50,76
113,47,N,5,2,50,N
113,47,N,5,3,50,LL
113,47,N,5,4,50,Y3
113,47,N,5,5,50,vv
113,47,N,5,6,50,96
113,47,N,5,7,50,vv
113,47,N,5,8,50,GG
113,47,N,5,9,50,vv
113,47,N,5,10,50,Y4
113,47,N,6,1,50,Ki
113,47,N,6,2,50,Ki
113,47,N,6,3,50,P2
113,47,N,6,4,50,vv
113,47,N,6,5,50,76
113,47,N,6,6,50,N
113,47,N,6,7,50,F
113,47,N,6,8,50,vv
113,47,N,6,9,50,Y3
113,47,N,6,10,50,vv
113,47,N,6,11,50,Y3
113,47,N,6,12,50,vv
113,47,N,7,1,50,Gi
113,47,N,7,2,50,Ki
113,47,N,7,3,50,Ki
113,47,N,7,4,50,76
113,47,N,7,5,50,N
113,47,N,7,6,50,LL
113,47,N,7,7,50,Y3
113,47,N,7,8,50,vv
113,47,N,7,9,50,JJ
113,47,N,7,10,50,d4
113,47,N,7,11,50,vv
113,47,N,8,1,50,N
113,47,N,8,2,50,P2
113,47,N,8,3,50,qL
113,47,N,8,4,50,N
113,47,N,8,5,50,GG
113,47,N,8,6,50,Ki
113,47,N,8,7,50,Ki
113,47,N,8,8,50,GG
113,47,N,8,9,50,Y3
113,47,N,8,10,50,vv
113,47,N,8,11,50,qL4
113,47,N,9,1,50,76
113,47,N,9,2,50,d4
113,47,N,9,3,50,76
113,47,N,9,4,50,N
113,47,N,9,5,50,nn
113,47,N,9,6,50,F
113,47,N,9,7,50,vv
113,47,N,9,8,50,Y3
113,47,N,9,9,50,vv
113,47,N,9,10,50,qL3
113,47,N,10,1,50,qL3
113,47,N,10,2,50,vv
113,47,N,10,3,50,LL
113,47,N,10,4,50,nn
113,47,N,10,5,50,d4
113,47,N,10,6,50,vv
113,47,N,10,7,50,T
113,47,N,10,8,50,vv
113,47,N,10,9,50,qL3
113,47,N,10,10,50,vv
113,47,N,11,1,50,qL3
113,47,N,11,2,50,vv
113,47,N,11,3,50,4L
113,47,N,11,4,50,76
113,47,N,11,5,50,GG
113,47,N,11,6,50,vv
113,47,N,11,7,50,Y3
113,47,N,11,8,50,d3
113,47,N,11,9,50,vv
113,47,N,11,10,50,Y3
113,47,N,11,11,50,vv
113,47,N,12,1,50,dc
113,47,N,12,2,50,d4
113,47,N,12,3,50,4L
113,47,N,12,4,50,76
113,47,N,12,5,50,GG
113,47,N,12,6,50,nn
113,47,N,12,7,50,F
113,47,N,12,8,50,F
113,47,N,12,9,50,2
113,47,N,12,10,50,o3
113,47,N,13,1,50,96
113,47,N,13,2,50,76
113,47,N,13,3,50,d3
113,47,N,13,4,50,vv
113,47,N,13,5,50,GG
113,47,N,13,6,50,76
113,47,N,13,7,50,N
113,47,N,13,8,50,dc
113,47,N,13,9,50,14
113,47,N,13,10,50,2
113,47,N,13,11,50,q3
113,47,N,14,1,50,2
113,47,N,14,2,50,14
113,47,N,14,3,50,dc
113,47,N,14,4,50,JJ
113,47,N,14,5,50,Y3
113,47,N,14,6,50,vv
113,47,N,14,7,50,Y3
113,47,N,14,8,50,JJ
113,47,N,14,9,50,Y3
113,47,N,14,10,50,LL
113,47,N,15,1,50,S
113,47,N,15,2,50,q3
113,47,N,15,3,50,LL
113,47,N,15,4,50,Y3
113,47,N,15,5,50,vv
113,47,N,15,6,50,JJ
113,47,N,15,7,50,Y3
113,47,N,15,8,50,vv
113,47,N,15,9,50,14
113,47,N,16,1,50,Ki
113,47,N,16,2,50,Ki
113,47,N,16,3,50,P
113,47,N,16,4,50,vv
113,47,N,16,5,50,JJ
113,47,N,16,6,50,JJ
113,47,N,16,7,50,LL
113,47,N,16,8,50,Y3
113,47,N,16,9,50,vv
113,47,N,16,10,50,2
113,47,N,16,11,50,o3
113,47,N,17,1,50,Y3
113,47,N,17,2,50,F
113,47,N,17,3,50,4L
113,47,N,17,4,50,o3
113,47,N,17,5,50,JJ
113,47,N,17,6,50,Y3
113,47,N,17,7,50,vv
113,47,N,17,8,50,2
113,47,N,17,9,50,q3
113,47,N,18,1,50,EE
113,47,N,18,2,50,Y3
113,47,N,18,3,50,2
113,47,N,18,4,50,vv
113,47,N,18,5,50,JJ
113,47,N,18,6,50,44
113,47,N,18,7,50,Gi
113,47,N,18,8,50,LL
113,47,N,18,9,50,JJ
113,47,N,18,10,50,q3
113,47,N,19,1,50,76
113,47,N,19,2,50,Ki
113,47,N,19,3,50,Ki
113,47,N,19,4,50,2
113,47,N,19,5,50,q3
113,47,N,19,6,50,JJ
113,47,N,19,7,50,qL3
113,47,N,19,8,50,4L
113,47,N,19,9,50,Gi
113,47,N,19,10,50,q3
113,47,N,20,1,50,Y4
113,47,N,20,2,50,76
113,47,N,20,3,50,2
113,47,N,20,4,50,q3
113,47,N,20,5,50,Y3
113,47,N,20,6,50,Gi
113,47,N,20,7,50,Y3
113,47,N,20,8,50,vv
113,47,N,20,9,50,Y3
113,47,N,20,10,50,vv
113,47,N,21,1,50,S
113,47,N,21,2,50,q3
113,47,N,21,3,50,Y3
113,47,N,21,4,50,vv
113,47,N,21,5,50,Gi
113,47,N,21,6,50,76
113,47,N,21,7,50,F
113,47,N,21,8,50,#nn
113,47,N,22,1,50,4L
113,47,N,22,2,50,Y3
113,47,N,22,3,50,N
113,47,N,22,4,50,Y3
113,47,N,22,5,50,P
113,47,N,22,6,50,vv
113,47,N,22,7,50,2
113,47,N,22,8,50,q3
113,47,N,22,9,50,T
113,47,N,22,10,50,Y3
113,47,N,22,11,50,vv
113,47,N,22,12,50,JJ
113,47,N,23,1,50,Y3
113,47,N,23,2,50,vv
113,47,N,23,3,50,Y3
113,47,N,23,4,50,76
113,47,N,23,5,50,GG
113,47,N,23,6,50,vv
113,47,N,23,7,50,F
113,47,N,23,8,50,q3
113,47,N,23,9,50,Y3
113,47,N,23,10,50,vv
113,47,N,24,1,50,GG
113,47,N,24,2,50,76
113,47,N,24,3,50,N
113,47,N,24,4,50,Y3
113,47,N,24,5,50,vv
113,47,N,24,6,50,14
113,47,N,24,7,50,EE
113,47,N,24,8,50,dc
113,47,N,24,9,50,GG
113,47,N,25,1,50,EE
113,47,N,25,2,50,N
113,47,N,25,3,50,Y3
113,47,N,25,4,50,76
113,47,N,25,5,50,GG
113,47,N,25,6,50,14
113,47,N,25,7,50,Ki
113,47,N,25,8,50,Ki
113,47,N,25,9,50,GG
113,47,N,25,10,50,q3
113,47,N,26,1,50,T
113,47,N,26,2,50,F
113,47,N,26,3,50,S
113,47,N,26,4,50,q3
113,47,N,26,5,50,Y3
113,47,N,26,6,50,vv
113,47,N,26,7,50,Y3
113,47,N,26,8,50,vv
113,47,N,26,9,50,Y3
113,47,N,26,10,50,vv
114,48,N,1,1,51,P2
114,48,N,1,2,51,4L
114,48,N,1,3,51,Y3
114,48,N,1,4,51,vv
114,48,N,1,5,51,Y3
114,48,N,1,6,51,vv
114,48,N,1,7,51,Gi
114,48,N,1,8,51,Ki
114,48,N,1,9,51,Ki
114,48,N,1,10,51,dc
114,48,N,1,11,51,JJ
114,48,N,2,1,51,dc
114,48,N,2,2,51,Y4
114,48,N,2,3,51,vv
114,48,N,2,4,51,Y3
114,48,N,2,5,51,vv
114,48,N,2,6,51,LL
114,48,N,2,7,51,Gi
114,48,N,2,8,51,Gi
114,48,N,2,9,51,Ki
114,48,N,2,10,51,uL
114,48,N,2,11,51,Y4
114,48,N,2,12,51,q3
114,48,N,3,1,51,GG
114,48,N,3,2,51,Y3
114,48,N,3,3,51,Gi
114,48,N,3,4,51,Ki
114,48,N,3,5,51,Ki
114,48,N,3,6,51,P2
114,48,N,3,7,51,vv
114,48,N,3,8,51,qL3
114,48,N,3,9,51,vv
114,48,N,3,10,51,P
114,48,N,3,11,51,*
114,48,N,3,12,51,F
114,48,N,3,13,51,vv
114,48,N,4,1,51,dc
114,48,N,4,2,51,GG
114,48,N,4,3,51,vv
114,48,N,4,4,51,JJ
114,48,N,4,5,51,P2
114,48,N,4,6,51,vv
114,48,N,4,7,51,d3
114,48,N,4,8,51,vv
114,48,N,4,9,51,P2
114,48,N,4,10,51,vv
114,48,N,4,11,51,JJ
114,48,N,5,1,51,Gi
114,48,N,5,2,51,Ki
114,48,N,5,3,51,Ki
114,48,N,5,4,51,P
114,48,N,5,5,51,vv
114,48,N,5,6,51,qL3
114,48,N,5,7,51,14
114,48,N,5,8,51,JJ
114,48,N,5,9,51,P2
114,48,N,5,10,51,vv
114,48,N,5,11,51,14
114,48,N,5,12,51,JJ
114,48,N,6,1,51,Ki
114,48,N,6,2,51,Ki
114,48,N,6,3,51,76
114,48,N,6,4,51,GG
114,48,N,6,5,51,M
114,48,N,6,6,51,14
114,48,N,6,7,51,JJ
114,48,N,6,8,51,P2
114,48,N,6,9,51,vv
114,48,N,6,10,51,Gi
114,48,N,6,11,51,Ki
114,48,N,6,12,51,Ki
114,48,N,7,1,51,Y4
114,48,N,7,2,51,76
114,48,N,7,3,51,95
114,48,N,7,4,51,vv
114,48,N,7,5,51,JJ
114,48,N,7,6,51,P2
114,48,N,7,7,51,vv
114,48,N,7,8,51,qL3
114,48,N,7,9,51,vv
114,48,N,7,10,51,GG
114,48,N,7,11,51,vv
114,48,N,8,1,51,dc
114,48,N,8,2,51,95
114,48,N,8,3,51,GG
114,48,N,8,4,51,vv
114,48,N,8,5,51,P2
114,48,N,8,6,51,vv
114,48,N,8,7,51,Y3
114,48,N,8,8,51,vv
114,48,N,8,9,51,4L
114,48,N,8,10,51,vv
114,48,N,8,11,51,Y3
114,48,N,8,12,51,vv
114,48,N,9,1,51,95
114,48,N,9,2,51,Y3
114,48,N,9,3,51,vv
114,48,N,9,4,51,Y4
114,48,N,9,5,51,vv
114,48,N,9,6,51,Gi
114,48,N,9,7,51,Ki
114,48,N,9,8,51,Ki
114,48,N,9,9,51,14
114,48,N,9,10,51,GG
114,48,N,9,11,51,vv
114,48,N,9,12,51,qL3
114,48,N,10,1,51,Y3
114,48,N,10,2,51,vv
114,48,N,10,3,51,GG
114,48,N,10,4,51,vv
114,48,N,10,5,51,Ki
114,48,N,10,6,51,Ki
114,48,N,10,7,51,P2
114,48,N,10,8,51,vv
114,48,N,10,9,51,*
114,48,N,10,10,51,14
114,48,N,10,11,51,qL4
114,48,N,11,1,51,96
114,48,N,11,2,51,76
114,48,N,11,3,51,P2
114,48,N,11,4,51,vv
114,48,N,11,5,51,Y3
114,48,N,11,6,51,vv
114,48,N,11,7,51,Y3
114,48,N,11,8,51,vv
114,48,N,11,9,51,Y3
114,48,N,11,10,51,vv
114,48,N,11,11,51,Y3
114,48,N,11,12,51,vv
114,48,N,12,1,51,P2
114,48,N,12,2,51,vv
114,48,N,12,3,51,P2
114,48,N,12,4,51,vv
114,48,N,12,5,51,Y3
114,48,N,12,6,51,vv
114,48,N,12,7,51,qL3
114,48,N,12,8,51,vv
114,48,N,12,9,51,Y3
114,48,N,12,10,51,vv
114,48,N,12,11,51,Y3
114,48,N,12,12,51,vv
114,48,N,12,13,51,GG
114,48,N,13,1,51,Ki
114,48,N,13,2,51,Ki
114,48,N,13,3,51,dc
114,48,N,13,4,51,vv
114,48,N,13,5,51,qL3
114,48,N,13,6,51,vv
114,48,N,13,7,51,Y3
114,48,N,13,8,51,vv
114,48,N,13,9,51,76
114,48,N,13,10,51,Y3
114,48,N,13,11,51,vv
114,48,N,13,12,51,qL3
114,48,N,13,13,51,vv
114,48,N,14,1,51,76
114,48,N,14,2,51,Y3
114,48,N,14,3,51,vv
114,48,N,14,4,51,#96
114,48,N,14,5,51,vv
114,48,N,14,6,51,Y3
114,48,N,14,7,51,vv
114,48,N,14,8,51,Y3
114,48,N,14,9,51,vv
114,48,N,14,10,51,76
114,48,N,14,11,51,N
114,48,N,14,12,51,T
114,48,N,14,13,51,qL3
114,48,N,15,1,51,g
114,48,N,15,2,51,Y3
114,48,N,15,3,51,vv
114,48,N,15,4,51,Y3
114,48,N,15,5,51,vv
114,48,N,15,6,51,14
114,48,N,15,7,51,JJ
114,48,N,15,8,51,Gi
114,48,N,15,9,51,GG
114,48,N,15,10,51,vv
114,48,N,15,11,51,qL3
114,48,N,15,12,51,vv
114,48,N,16,1,51,JJ
114,48,N,16,2,51,Gi
114,48,N,16,3,51,vv
114,48,N,16,4,51,Y3
114,48,N,16,5,51,Ki
114,48,N,16,6,51,Ki
114,48,N,16,7,51,76
114,48,N,16,8,51,Y3
114,48,N,16,9,51,vv
114,48,N,16,10,51,GG
114,48,N,16,11,51,vv
114,48,N,16,12,51,JJ
114,48,N,17,1,51,Gi
114,48,N,17,2,51,vv
114,48,N,17,3,51,Y3
114,48,N,17,4,51,vv
114,48,N,17,5,51,dc
114,48,N,17,6,51,GG
114,48,N,17,7,51,76
114,48,N,17,8,51,Y3
114,48,N,17,9,51,vv
114,48,N,17,10,51,Y3
114,48,N,17,11,51,vv
114,48,N,17,12,51,Y3
114,48,N,17,13,51,vv
114,48,N,17,14,51,JJ
114,48,N,18,1,51,Gi
114,48,N,18,2,51,Ki
114,48,N,18,3,51,Ki
114,48,N,18,4,51,EE
114,48,N,18,5,51,Y3
114,48,N,18,6,51,vv
114,48,N,18,7,51,Y3
114,48,N,18,8,51,vv
114,48,N,18,9,51,Y3
114,48,N,18,10,51,vv
114,48,N,18,11,51,Y2
114,48,N,18,12,51,76
114,48,N,18,13,51,Y3
114,48,N,18,14,51,vv
114,48,N,19,1,51,Gi
114,48,N,19,2,51,GG
114,48,N,19,3,51,Y3
114,48,N,19,4,51,vv
114,48,N,19,5,51,Y3
114,48,N,19,6,51,vv
114,48,N,19,7,51,Y3
114,48,N,19,8,51,vv
114,48,N,19,9,51,Y3
114,48,N,19,10,51,vv
114,48,N,19,11,51,Y3
114,48,N,19,12,51,vv
114,48,N,19,13,51,Y4
114,48,N,19,14,51,vv
114,48,N,20,1,51,Y3
114,48,N,20,2,51,2
114,48,N,20,3,51,o3
114,48,N,20,4,51,S
114,48,N,20,5,51,q3
114,48,N,20,6,51,LL
114,48,N,20,7,51,Y3
114,48,N,20,8,51,vv
114,48,N,20,9,51,Y3
114,48,N,20,10,51,vv
114,48,N,20,11,51,JJ
114,48,N,21,1,51,Gi
114,48,N,21,2,51,GG
114,48,N,21,3,51,2
114,48,N,21,4,51,q3
114,48,N,21,5,51,LL
114,48,N,21,6,51,Y3
114,48,N,21,7,51,vv
114,48,N,21,8,51,Y3
114,48,N,21,9,51,dc
114,48,N,22,1,51,Y3
114,48,N,22,2,51,vv
114,48,N,22,3,51,2
114,48,N,22,4,51,q3
114,48,N,22,5,51,LL
114,48,N,22,6,51,Y3
114,48,N,22,7,51,vv
114,48,N,22,8,51,dc
114,48,N,22,9,51,LL
114,48,N,22,10,51,JJ
114,48,N,23,1,51,JJ
114,48,N,23,2,51,2
114,48,N,23,3,51,q3
114,48,N,23,4,51,LL
114,48,N,23,5,51,Y3
114,48,N,23,6,51,M
114,48,N,23,7,51,Y3
114,48,N,23,8,51,vv
114,48,N,23,9,51,#Y1
114,48,N,23,10,51,Y3
114,48,N,23,11,51,M
114,48,N,24,1,51,Gi
114,48,N,24,2,51,76
114,48,N,24,3,51,Ki
114,48,N,24,4,51,Ki
114,48,N,24,5,51,P2
114,48,N,24,6,51,vv
114,48,N,24,7,51,Y3
114,48,N,24,8,51,vv
114,48,N,24,9,51,2
114,48,N,24,10,51,vv
114,48,N,24,11,51,JJ
114,48,N,24,12,51,#Gi
114,48,N,25,1,51,Gi
114,48,N,25,2,51,Ki
114,48,N,25,3,51,Ki
114,48,N,25,4,51,P2
114,48,N,25,5,51,vv
114,48,N,25,6,51,Y4
114,48,N,25,7,51,vv
114,48,N,25,8,51,dc
114,48,N,25,9,51,GG
114,48,N,25,10,51,Y3
114,48,N,25,11,51,vv
114,48,N,25,12,51,JJ
114,48,N,26,1,51,Ki
114,48,N,26,2,51,76
114,48,N,26,3,51,GG
114,48,N,26,4,51,76
114,48,N,26,5,51,Ki
114,48,N,26,6,51,Y3
114,48,N,26,7,51,vv
